"ID","SalePrice"
1461,118066.435590601
1462,157409.748394077
1463,210327.964497584
1464,206856.287059559
1465,183691.980942301
1466,201398.613088566
1467,181089.180221565
1468,188934.391444671
1469,203909.161375743
1470,125268.188438905
1471,201036.581947177
1472,101120.344771188
1473,99376.2644872831
1474,148243.781943525
1475,108507.697850412
1476,309442.45800871
1477,240296.655405381
1478,253944.008504224
1479,271001.144040568
1480,382296.898312595
1481,296364.277732371
1482,211280.957653794
1483,210541.803714461
1484,181555.189575057
1485,173717.637022328
1486,222314.128545012
1487,300355.151267549
1488,253297.013847173
1489,210935.054316136
1490,237671.005447347
1491,216435.173744015
1492,93705.7619541647
1493,200502.704527683
1494,268654.017815583
1495,260672.890171624
1496,223204.978823476
1497,213897.953764928
1498,161672.766875762
1499,161854.867074986
1500,165815.23634922
1501,191013.09025638
1502,146868.463413119
1503,257940.376631028
1504,232077.415810686
1505,223451.723947953
1506,215012.977232494
1507,282692.723077664
1508,226142.937592184
1509,161206.241857147
1510,152101.27274077
1511,149374.810474487
1512,187808.509664063
1513,170257.774681102
1514,153770.317258687
1515,267607.943738266
1516,148918.344961895
1517,162443.01110671
1518,138583.996698131
1519,226034.775516569
1520,132619.141397703
1521,141643.056760634
1522,177208.255231835
1523,133448.950311904
1524,122838.960461601
1525,108207.190127836
1526,103991.033432568
1527,103910.858929517
1528,140412.266240772
1529,137517.226953331
1530,192030.095724074
1531,139112.566689995
1532,88092.5103125279
1533,154779.340598786
1534,135284.268605361
1535,189092.555249195
1536,110879.957277483
1537,84070.4946513654
1538,143253.693030677
1539,182874.960703435
1540,127611.609924676
1541,150894.068990613
1542,178711.233290043
1543,208595.475742663
1544,70173.8161489514
1545,105628.568254891
1546,98238.636748419
1547,131791.448496182
1548,130199.191986813
1549,107225.47965319
1550,122091.746658766
1551,108874.569040324
1552,151797.119959553
1553,149779.814224621
1554,117087.59208299
1555,193974.689833405
1556,92267.3812078533
1557,103447.830058529
1558,73446.1454472879
1559,130355.682012509
1560,99000.9717874073
1561,177982.82015761
1562,128324.113678444
1563,120569.893323116
1564,170516.071344612
1565,139773.05077156
1566,235263.04442391
1567,69158.1243319951
1568,222858.268862369
1569,160053.345967845
1570,120410.94443685
1571,154906.824259963
1572,152511.313808581
1573,263481.575161784
1574,157293.770471769
1575,226944.720389928
1576,221386.270833974
1577,211230.14219999
1578,124022.599683012
1579,153488.695379134
1580,212587.174528736
1581,154113.416914389
1582,113513.248461882
1583,286050.085649564
1584,242080.133055449
1585,154668.672914824
1586,75918.0040259957
1587,89343.9847436538
1588,150029.757640397
1589,117003.725925279
1590,132571.335401963
1591,108030.616809765
1592,153083.939861617
1593,91497.6050219768
1594,168643.496858961
1595,148098.625123886
1596,221970.715210613
1597,174936.824237159
1598,198757.836046569
1599,160465.036321191
1600,168825.686002107
1601,64476.4772612207
1602,106173.889911159
1603,58001.1266753101
1604,240750.554625649
1605,240629.327695153
1606,161210.372092641
1607,200003.939753509
1608,213336.428590753
1609,210699.288304217
1610,184105.777855122
1611,169885.576542699
1612,219370.899037693
1613,203461.66531031
1614,119904.678176219
1615,98846.2903672753
1616,99034.9377102953
1617,101237.85408873
1618,127471.221279762
1619,136623.203239976
1620,233093.465132336
1621,159203.688427699
1622,137321.382500194
1623,250692.495867939
1624,228188.513522863
1625,111866.834267746
1626,173508.510136446
1627,206814.03804893
1628,265915.246471795
1629,186735.412649741
1630,355744.303643139
1631,214092.621448132
1632,240623.402503828
1633,165889.741205615
1634,210023.607803273
1635,187311.99326364
1636,175347.867724399
1637,221328.029433061
1638,211803.016425081
1639,216648.463549738
1640,283344.657928517
1641,216743.572816264
1642,237006.731468023
1643,237648.439206504
1644,231245.23407963
1645,210303.695818634
1646,146746.952601716
1647,157292.187551828
1648,162069.446239182
1649,134282.406806124
1650,109617.084726623
1651,128416.229545616
1652,103327.710379411
1653,102224.027575299
1654,156274.934708614
1655,135802.575600336
1656,150481.847237286
1657,158507.216003652
1658,151592.20388608
1659,109533.074210251
1660,148832.688732953
1661,341059.504328421
1662,334618.925786581
1663,297663.491227979
1664,389893.764546883
